Entry	Gene names	Length
P22695	UQCRC2	453
P54725	RAD23A	363
P07919	UQCRH	91
Q9H6Z4	RANBP3	567
P54727	RAD23B	409
Q96S59	RANBP9 RANBPM	729
P14927	UQCRB UQBP	111
P43487	RANBP1	201
O00391	QSOX1 QSCN6 UNQ2520/PRO6013	747
O14949	UQCRQ	82
Q7Z3Z2	RD3 C1orf36	195
Q9UDW1	UQCR10 UCRC HSPC119	63
P62826	RAN ARA24 OK/SW-cl.81	216
Q9H974	QTRT2 QTRTD1	415
P10082	PYY	97
Q96PU8	QKI HKQ	341
Q92878	RAD50	1312
Q53FA7	TP53I3 PIG3	332
Q08257	CRYZ	329
Q06609	RAD51 RAD51A RECA	339
P43351	RAD52	418
Q9H477	RBKS RBSK	322
Q99638	RAD9A	391
O15541	RNF113A RNF113 ZNF183	343
Q8IZP6	RNF113B RNF161 ZNF183L1	322
Q8TBN0	RAB3IL1	382
Q9Y2K5	R3HDM2 KIAA1002	976
Q96JH8	RADIL KIAA1849	1075
O75771	RAD51D RAD51L3	328
P49795	RGS19 GAIP GNAI3IP	217
Q08116	RGS1 1R20 BL34 IER1	209
Q9H0H5	RACGAP1 KIAA1478 MGCRACGAP	632
O75628	REM1 GES REM	298
Q8IYK8	REM2	340
P41220	RGS2 G0S8 GIG31	211
P27694	RPA1 REPA1 RPA70	616
P49796	RGS3	1198
Q9H1J1	UPF3A RENT3A UPF3	476
Q9BZI7	UPF3B RENT3B UPF3X	483
O15539	RGS5	181
P49758	RGS6	472
P15927	RPA2 REPA2 RPA32 RPA34	270
P00797	REN	406
Q8IUC4	RHPN2	686
P57771	RGS8	180
Q9HB20	PLEKHA3 FAPP1	300
P41238	APOBEC1	236
Q9Y235	APOBEC2	224
P17787	CHRNB2	502
P54253	ATXN1 ATX1 SCA1	815
P01009	SERPINA1 AAT PI PRO0684 PRO2209	418
Q9UKU7	ACAD8 ARC42 IBD	415
P42684	ABL2 ABLL ARG	1182
P20309	CHRM3	590
P08173	CHRM4	479
P08912	CHRM5	532
Q96P09	BIRC8 ILP2	236
Q8TDX5	ACMSD	336
P22004	BMP6 VGR	513
P18075	BMP7 OP1	431
Q9H7C9	AAMDC C11orf67 PTD015	122
P01023	A2M CPAMD5 FWP007	1474
O95342	ABCB11 BSEP	1321
Q9H3F6	KCTD10 ULR061 MSTP028	313
O00478	BTN3A3 BTF3	584
P51813	BMX	675
Q9Y5Z0	BACE2 AEPLC ALP56 ASP21 CDA13 UNQ418/PRO852	518
P61221	ABCE1 RLI RNASEL1 RNASELI RNS4I OK/SW-cl.40	599
Q8TD16	BICD2 KIAA0699	824
Q9HCU9	BRMS1	246
Q9H222	ABCG5	651
P12821	ACE DCP DCP1	1306
P25106	ACKR3 CMKOR1 CXCR7 GPR159 RDC1	362
P28222	HTR1B HTR1DB	390
Q96AP0	ACD PIP1 PTOP TINT1 TPP1	458
P28223	HTR2A HTR2	471
Q2M2I8	AAK1 KIAA1048	961
Q7Z4H4	ADM2 AM2	148
P06280	GLA	429
P29274	ADORA2A ADORA2	412
P16278	GLB1 ELNR1	677
O95861	BPNT1	308
O75936	BBOX1 BBH BBOX	387
Q9Y3E2	BOLA1 CGI-143	137
Q09666	AHNAK PM227	5890
P31749	AKT1 PKB RAC	480
P14550	AKR1A1 ALDR1 ALR	325
P51648	ALDH3A2 ALDH10 FALDH	485
P30038	ALDH4A1 ALDH4 P5CDH	563
P08319	ADH4	380
P49189	ALDH9A1 ALDH4 ALDH7 ALDH9	494
Q9P0K1	ADAM22 MDC2	906
Q9NZT1	CALML5 CLSP	146
P15086	CPB1 CPB PCPB	417
Q96IY4	CPB2	423
Q9Y2G2	CARD8 DACAR KIAA0955 NDPP1	537
P08913	ADRA2A ADRA2R ADRAR	465
P48960	ADGRE5 CD97	835
P11766	ADH5 ADHX FDH	374
P43652	AFM ALB2 ALBA	599
P55211	CASP9 MCH6	416
Q6NS38	ALKBH2 ABH2	261
Q96BT7	ALKBH8 ABH8	664
Q7Z6V5	ADAT2 DEADC1	191
O75689	ADAP1 CENTA1	374
Q96P47	AGAP3 CENTG3	875
Q9NRN7	AASDHPPT CGI-80 HAH-P HSPC223 x0005	309
O60242	ADGRB3 BAI3 KIAA0550	1522
Q9NX46	ADPRS ADPRHL2 ARH3	363
Q9H251	CDH23 KIAA1774 KIAA1812 UNQ1894/PRO4340	3354
P52594	AGFG1 HRB RAB RIP	562
P00736	C1R	705
Q96DE5	ANAPC16 C10orf104 CENP-27	110
Q8N6H7	ARFGAP2 ZNF289 Nbla10535	521
Q9NZN5	ARHGEF12 KIAA0382 LARG	1544
Q9UM13	ANAPC10 APC10	185
Q8IVW4	CDKL3 NKIAMRE	592
P02655	APOC2 APC2	101
P35414	APLNR AGTRL1 APJ	380
O14617	AP3D1 PRO0039	1153
Q06278	AOX1 AO	1338
Q96N21	TEPSIN C17orf56 ENTHD2	525
Q92688	ANP32B APRIL PHAPI2	251
Q9BTT0	ANP32E	268
O14727	APAF1 KIAA0413	1248
Q96NW4	ANKRD27 PP12899	1050
P42081	CD86 CD28LG2	329
P06276	BCHE CHE1	602
P21926	CD9 MIC3 TSPAN29 GIG2	228
Q5SZQ8	CELF3 BRUNOL1 CAGH4 ERDA4 TNRC4	465
Q9BZC1	CELF4 BRUNOL4	486
P30533	LRPAP1 A2MRAP	357
Q96EP1	CHFR RNF196	664
Q8N6W0	CELF5 BRUNOL5	485
Q96J87	CELF6 BRUNOL6	481
Q7Z6G8	ANKS1B	1248
P19835	CEL BAL	753
O95684	CEP43 FGFR1OP FOP	399
P04083	ANXA1 ANX1 LPC1	346
P01160	NPPA ANP PND	151
Q5VTE6	ANGEL2 KIAA0759L	544
Q9UKU9	ANGPTL2 ARP2 UNQ170/PRO196	493
Q8N960	CEP120 CCDC100	986
P10809	HSPD1 HSP60	573
P13688	CEACAM1 BGP BGP1	526
P18440	NAT1 AAC1	290
P35670	ATP7B PWD WC1 WND	1465
Q8WXF7	ATL1 GBP3 SPG3A	558
P30411	BDKRB2 BKR2	391
Q96C10	DHX58 D11LGP2E LGP2	678
P49450	CENPA	140
Q8NHZ8	CDC26 ANAPC12 C9orf17	85
P20248	CCNA2 CCN1 CCNA	432
P60953	CDC42	191
Q99741	CDC6 CDC18L	560
Q9NYV4	CDK12 CRK7 CRKRS KIAA0904	1490
P24864	CCNE1 CCNE	410
Q99616	CCL13 MCP4 NCC1 SCYA13	98
Q14004	CDK13 CDC2L CDC2L5 CHED KIAA1791	1512
P15812	CD1E	388
O15467	CCL16 ILINCK NCC4 SCYA16	120
P51946	CCNH	323
Q15762	CD226 DNAM1	336
O75909	CCNK CPR4	580
P23743	DGKA DAGK DAGK1	735
P35659	DEK	375
Q9BTZ2	DHRS4 SDR25C2 UNQ851/PRO1800	278
P15924	DSP	2871
Q16760	DGKD KIAA0145	1214
P00746	CFD DF PFD	253
P10147	CCL3 G0S19-1 MIP1A SCYA3	92
P26842	CD27 TNFRSF7	260
O60563	CCNT1	726
P08603	CFH HF HF1 HF2	1231
O95400	CD2BP2 KIAA1178	341
O60583	CCNT2	730
P80075	CCL8 MCP2 SCYA10 SCYA8	99
Q9NPF0	CD320 8D6A UNQ198/PRO224	282
Q9BSQ5	CCM2 C7orf22 PP10187	444
Q12959	DLG1	904
Q9UPY3	DICER1 DICER HERNA KIAA0928	1922
Q15700	DLG2	870
Q00796	SORD	357
Q92796	DLG3 KIAA1232	817
P78352	DLG4 PSD95	724
O43583	DENR DRP1 H14	198
Q8TDM6	DLG5 KIAA0583 PDLG	1919
Q9BTC0	DIDO1 C20orf158 DATF1 KIAA0333	2240
P04234	CD3D T3D	171
P00367	GLUD1 GLUD	558
P49448	GLUD2 GLUDP1	558
Q9UNQ2	DIMT1 DIMT1L HUSSY-05	313
Q96KP4	CNDP2 CN2 CPGL HEL-S-13 PEPA	475
Q8NEU8	APPL2 DIP13B	664
P10589	NR2F1 EAR3 ERBAL3 TFCOUP1	423
P46597	ASMT	345
P17405	SMPD1 ASM	631
Q9BPX5	ARPC5L	153
P20933	AGA	346
Q9H9F9	ACTR5 ARP5	607
Q12797	ASPH BAH	758
Q9H981	ACTR8 ARP8 INO80N	624
Q96KQ4	PPP1R13B ASPP1 KIAA0771	1090
P16615	ATP2A2 ATP2B	1042
O15144	ARPC2 ARC34 PRO2446	300
Q13625	TP53BP2 ASPP2 BBP	1128
O15145	ARPC3 ARC21	178
P59998	ARPC4 ARC20	168
Q86WX3	RPS19BP1 AROS	136
O15511	ARPC5 ARC16	151
P20020	ATP2B1 PMCA1	1220
Q7Z6K5	ARPIN C15orf38	226
O75129	ASTN2 KIAA0634	1339
P49407	ARRB1 ARR1	418
Q8IYS0	GRAMD1C UNQ2543/PRO6095	662
P61160	ACTR2 ARP2	394
Q8TBG4	ETNPPL AGXT2L1	499
Q9H6L4	ARMC7	198
Q8IUR7	ARMC8 S863-2	673
O94817	ATG12 APG12 APG12L	140
Q2TAZ0	ATG2A KIAA0404	1938
P61158	ACTR3 ARP3	418
Q96B67	ARRDC3 KIAA1376	414
P00966	ASS1 ASS	412
O75143	ATG13 KIAA0652	517
P15289	ARSA	507
Q8NB49	ATP11C ATPIG ATPIQ	1132
Q14CW9	ATXN7L3	347
Q9Y2Q0	ATP8A1 ATPIA	1164
Q9NT62	ATG3 APG3 APG3L	314
Q6PL18	ATAD2 L16 PRO2000	1390
Q8WYN0	ATG4A APG4A AUTL2	398
Q9Y4P1	ATG4B APG4B AUTL1 KIAA0943	393
P36544	CHRNA7 NACHRA7	502
Q9BSB4	ATG101 C12orf44 PP894	218
Q9Y679	AUP1	410
Q96IU4	ABHD14B CIB	210
Q9NQ94	A1CF ACF ASP	594
O96019	ACTL6A BAF53 BAF53A INO80K	429
Q709F0	ACAD11	780
Q9UKV3	ACIN1 ACINUS KIAA0670	1341
Q9NRW3	APOBEC3C APOBEC1L PBI	190
Q07912	TNK2 ACK1	1038
Q9NYB9	ABI2 ARGBPIA	513
P31941	APOBEC3A	199
P35226	BMI1 PCGF4 RNF51	326
P08172	CHRM2	466
P12643	BMP2 BMP2A	396
Q13489	BIRC3 API2 MIHC RNF49	604
P78363	ABCA4 ABCR	2273
P46663	BDKRB1 BRADYB1	353
Q8WYK0	ACOT12 CACH CACH1 STARD15	555
Q9BR61	ACBD6	282
P36894	BMPR1A ACVRLK3 ALK3	532
Q8N6N7	ACBD7	88
Q99728	BARD1	777
P07108	DBI	87
Q9H0P0	NT5C3A NT5C3 P5N1 UMPH1 HSPC233	336
O00481	BTN3A1 BTF5	513
P78410	BTN3A2 BT3.2 BTF3 BTF4	334
P56817	BACE1 BACE KIAA1149	501
Q9UDR5	AASS	926
P49753	ACOT2 PTE2 PTE2A	483
Q7Z5W3	BCDIN3D	292
Q9BYV9	BACH2	841
Q9NUN7	ACER3 APHC PHCA	267
Q15172	PPP2R5A	486
O00154	ACOT7 BACH	380
P22303	ACHE	614
Q16570	ACKR1 DARC FY GPD	336
P46952	HAAO	286
P31946	YWHAB	246
Q9UKV5	AMFR RNF45	643
Q9BXH1	BBC3 PUMA	193
P63261	ACTG1 ACTG	375
O95433	AHSA1 C14orf3 HSPC322	338
Q9NQ75	CASS4 C20orf32 HEFL	786
P23435	CBLN1	193
P07327	ADH1A ADH1	375
O43707	ACTN4	911
O94788	ALDH1A2 RALDH2	518
P31751	AKT2	481
P18825	ADRA2C ADRA2L2 ADRA2RL2	462
Q9UHB7	AFF4 AF5Q31 MCEF HSPC092	1163
Q16568	CARTPT CART	116
Q6UX46	ALKAL2 FAM150B UNQ542/PRO1097	152
Q16186	ADRM1 GP110	407
Q15848	ADIPOQ ACDC ACRP30 APM1 GBP28	244
Q9BXJ0	C1QTNF5 CTRP5 UNQ303/PRO344	243
Q92888	ARHGEF1	912
P84085	ARF5	180
P55285	CDH6	790
O95273	CCNDBP1 DIP1 GCIP HHM	360
Q7Z628	NET1 ARHGEF8	596
Q5VV41	ARHGEF16 EPHEXIN4 NBR	709
Q5SW96	LDLRAP1 ARH	308
Q96P48	ARAP1 CENTD2 KIAA0782	1450
O95445	APOM G3A NG20 HSPC336	188
P05089	ARG1	322
Q6ZW76	ANKS3 KIAA1977	656
P07451	CA3	260
Q96JM3	CHAMP1 C13orf8 CAMP CHAMP KIAA1802 ZNF828	812
Q9BZP6	CHIA	476
P07355	ANXA2 ANX2 ANX2L4 CAL1H LPC2D	339
P05090	APOD	189
P63010	AP2B1 ADTB2 CLAPB1	937
P21397	MAOA	527
P08243	ASNS TS11	561
P15336	ATF2 CREB2 CREBP1	505
P78348	ASIC1 ACCN2 BNAC2	528
Q9H993	ARMT1 C6orf211	441
Q9ULZ3	PYCARD ASC CARD5 TMS1	195
P83916	CBX1 CBX	185
P49913	CAMP CAP18 FALL39 HSD26	170
Q12864	CDH17	832
Q96A33	CCDC47 GK001 MSTP041 PSEC0077	483
Q6MZZ7	CAPN13	669
O15484	CAPN5 NCL3	640
Q53ET0	CRTC2 TORC2	693
O43405	COCH COCH5B2 UNQ257/PRO294	550
Q92466	DDB2	427
Q9Y3I1	FBXO7 FBX7	522
Q96FJ2	DYNLL2 DLC2	89
Q9UHY7	ENOPH1 MASA MSTP145	261
Q8N6R0	METTL13 EEF1AKNMT FEAT KIAA0859 CGI-01	699
Q9Y6I3	EPN1	576
P31995	FCGR2C CD32 FCG2 IGFR2	323
Q9UGM5	FETUB	382
Q15375	EPHA7 EHK3 HEK11	998
Q92520	FAM3C ILEI GS3786	227
Q9Y227	ENTPD4 KIAA0392 LALP70 LYSAL1	616
P55075	FGF8 AIGF	233
P29322	EPHA8 EEK HEK3 KIAA1459	1005
P22455	FGFR4 JTK2 TKF	802
Q9BYC5	FUT8	575
Q8IVP5	FUNDC1	155
Q5SYB0	FRMPD1 FRMD2 KIAA0967	1578
Q9H706	GAREM1 C18orf11 FAM59A GAREM	876
Q8N4E7	FTMT	242
Q16595	FXN FRDA X25	210
Q9C0B1	FTO KIAA1752	505
O43524	FOXO3 FKHRL1 FOXO3A	673
Q9NSC5	HOMER3	361
Q8IX15	HOMEZ KIAA1443	550
Q86VS8	HOOK3	718
P54652	HSPA2	639
P17066	HSPA6 HSP70B'	643
P11142	HSPA8 HSC70 HSP73 HSPA10	646
P40933	IL15	162
Q14005	IL16	1332
Q96PD4	IL17F	163
Q16552	IL17A CTLA8 IL17	155
P08833	IGFBP1 IBP1	259
Q92826	HOXB13	284
P22304	IDS SIDS	550
Q9H2K0	MTIF3 DC38	278
Q13478	IL18R1 IL1RRP	541
P14653	HOXB1 HOX2I	301
P18065	IGFBP2 BP2 IBP2	325
Q14116	IL18 IGIF IL1F4	193
P35475	IDUA	653
Q9UHD0	IL19 ZMDA1	177
P22692	IGFBP4 IBP4	258
Q9NPH3	IL1RAP C3orf13 IL1R3	570
P24593	IGFBP5 IBP5	272
P24592	IGFBP6 IBP6	240
P01583	IL1A IL1F1	271
P01584	IL1B IL1F2	269
Q8WWZ1	IL1F10 FIL1T IL1HY2 IL38 FKSG75 UNQ6119/PRO20041	152
P14778	IL1R1 IL1R IL1RA IL1RT1	569
P27930	IL1R2 IL1RB	398
Q8WX77	IGFBPL1 IGFBPRP4	278
P31274	HOXC9 HOX3B	260
P18510	IL1RN IL1F3 IL1RA	177
Q9NYY1	IL20 ZCYTO10 UNQ852/PRO1801	176
Q9HBE5	IL21R NILR UNQ3121/PRO10273	538
Q16666	IFI16 IFNGIP1	785
Q9HBE4	IL21	162
P05155	SERPING1 C1IN C1NH	500
Q9GZX6	IL22 ILTIF ZCYTO18 UNQ3099/PRO10096	179
Q9NPF7	IL23A SGRF UNQ2498/PRO5798	189
P47813	EIF1AX EIF1A EIF4C	144
Q5VWK5	IL23R	629
Q13007	IL24 MDA7 ST16	206
P01589	IL2RA	272
P14784	IL2RB IL15RB	551
P05362	ICAM1	532
P31785	IL2RG	369
P13598	ICAM2	275
P32942	ICAM3	547
Q9UMF0	ICAM5 TLCN TLN	924
P60568	IL2	153
Q7Z6Z7	HUWE1 KIAA0312 KIAA1578 UREB1 HSPC272	4374
P24394	IL4R IL4RA 582J2.1	825
P23083	IGHV1-2	117
P0DP01	IGHV1-8	117
O95760	IL33 C9orf26 IL1F11 NFHEV	270
Q8WWN9	IPCEF1 KIAA0403	437
Q6ZMJ4	IL34 C16orf77	242
P01780	IGHV3-7	117
P05112	IL4	153
Q9UHA7	IL36A FIL1E IL1E IL1F6	158
A0A0B4J1V1	IGHV3-21	117
P01764	IGHV3-23	117
Q9NZH8	IL36G IL1E IL1F9 IL1H1 IL1RP2 UNQ2456/PRO5737	169
P01772	IGHV3-33	117
Q9NZH6	IL37 FIL1Z IL1F7 IL1H4 IL1RP1	218
Q01344	IL5RA IL5R	420
P26951	IL3RA IL3R	378
P32927	CSF2RB IL3RB IL5RB	897
P05113	IL5	134
P08700	IL3	152
P54105	CLNS1A CLCI ICLN	237
P01824	IGHV4-39	125
P01825	IGHV4-59	116
A0A0C4DH41	IGHV4-61	118
P08887	IL6R	468
A0A0B4J2H0	IGHV1-69D	117
Q13907	IDI1	227
P0DP02	IGHV3-30-3	117
P40189	IL6ST	918
Q96D96	HVCN1 VSOP UNQ578/PRO1140	273
O75144	ICOSLG B7H2 B7RP1 ICOSL KIAA0653	302
Q14623	IHH	411
Q9Y6W8	ICOS AILIM	199
Q04637	EIF4G1 EIF4F EIF4G EIF4GI	1599
P78344	EIF4G2 DAP5 OK/SW-cl.75	907
P05231	IL6 IFNB2	212
Q9BXS1	IDI2	227
O43432	EIF4G3	1585
P27352	CBLIF GIF IFMH	417
P25963	NFKBIA IKBA MAD3 NFKBI	317
P16871	IL7R	459
P63241	EIF5A	154
P13232	IL7	177
P31271	HOXA13 HOX1J	388
P78318	IGBP1 IBP1	339
P05198	EIF2S1 EIF2A	315
P10145	CXCL8 IL8	99
P0DOX3		512
Q9NZI8	IGF2BP1 CRDBP VICKZ1 ZBP1	577
O15111	CHUK IKKA TCF16	745
Q9Y6M1	IGF2BP2 IMP2 VICKZ2	599
P30740	SERPINB1 ELANH2 MNEI PI2	379
P05019	IGF1 IBP1	195
O14920	IKBKB IKKB	756
P61604	HSPE1	102
Q5R3K3	CALHM6 C6orf187 FAM26F	315
Q6VVX0	CYP2R1	501
P50416	CPT1A CPT1	773
Q9BUF7	CRB3 UNQ588/PRO1158	120
Q8TCX1	DYNC2LI1 D2LIC LIC3 CGI-60	351
P61803	DAD1	113
Q16854	DGUOK DGK	277
P28068	HLA-DMB DMB RING7	263
O60231	DHX16 DBP2 DDX16 KIAA0577 PRP2	1041
Q14565	DMC1 DMC1H LIM15	340
Q92556	ELMO1 KIAA0281	727
P09104	ENO2	434
Q15370	ELOB TCEB2	118
O75821	EIF3G EIF3S4	320
Q9NPD3	EXOSC4 RRP41 SKI6	245
Q01780	EXOSC10 PMSCL PMSCL2 RRP6	885
Q13643	FHL3 SLIM2	280
P08637	FCGR3A CD16A FCG3 FCGR3 IGFR3	254
O76093	FGF18 UNQ420/PRO856	207
O95838	GLP2R	553
O00291	HIP1	1037
P13716	ALAD	330
P13473	LAMP2	410
P08631	HCK	526
P69891	HBG1 PRO2979	147
P69892	HBG2	147
O60381	HBP1	514
Q00613	HSF1 HSTF1	529
O60506	SYNCRIP HNRPQ NSAP1	623
A6NGN9	IGLON5	336
P48200	IREB2	963
Q96DU7	ITPKC IP3KC	683
P61925	PKIA PRKACN1	76
Q9BY32	ITPA C20orf37 My049 OK/SW-cl.9	194
Q8IVT5	KSR1 KSR	923
P24723	PRKCH PKCL PRKCL	683
Q8NHL6	LILRB1 ILT2 LIR1 MIR7	650
Q96JM7	L3MBTL3 KIAA1798 MBT1	780
O60711	LPXN LDLP	386
Q8WX94	NLRP7 NALP7 NOD12 PYPAF3	980
Q9H9S0	NANOG	305
O00159	MYO1C	1063
Q86UY6	NAA40 NAT11 PATT1	237
Q9GZZ1	NAA50 MAK3 NAT13 NAT5	169
P43490	NAMPT PBEF PBEF1	491
Q8N1T3	MYO1H	1032
Q9H7X0	NAA60 HAT4 NAT15 UNQ2771/PRO7155	242
Q93015	NAA80 FUS2 NAT6	286
Q02083	NAAA ASAHL PLT	359
Q13506	NAB1	487
P0CAP1	MYZAP MYOZAP	466
Q8NEV4	MYO3A	1616
P04198	MYCN BHLHE37 NMYC	464
Q8WU39	MZB1 MEDA7 PACAP HSPC190	189
P28698	MZF1 MZF ZNF42 ZSCAN6	734
Q9Y4I1	MYO5A MYH12	1855
Q9ULV0	MYO5B KIAA1119	1848
Q8IVL1	NAV2 HELAD1 KIAA1419 POMFIL2 RAINB1 STEERIN2	2488
Q9NQX4	MYO5C	1742
P01106	MYC BHLHE39	439
Q9BRK3	MXRA8	442
Q08AG7	MZT1 C13orf37 MOZART1	82
Q6P582	MZT2A FAM128A MOZART2A	158
Q99836	MYD88	296
O75113	N4BP1 KIAA0615	896
Q86UW6	N4BP2 B3BP KIAA1413	1770
Q96JP2	MYO15B KIAA1783 MYO15BP	1530
Q969H8	MYDGF C19orf10	173
Q9Y5N5	N6AMT1 C21orf127 HEMK2 KMT9 PRED28	214
P00387	CYB5R3 DIA1	301
Q7L1T6	CYB5R4 NCB5OR	521
P02144	MB	154
Q8NFP9	NBEA BCL8B KIAA1544 LYST2	2946
Q13765	NACA HSD48	215
P41227	NAA10 ARD1 ARD1A TE2	235
P41271	NBL1 DAN DAND1	181
Q9BXJ9	NAA15 GA19 NARG1 NATH TBDN100	866
Q96HR8	NAF1	494
P61599	NAA20 NAT5	178
P35580	MYH10	1976
O60934	NBN NBS NBS1 P95	754
P17050	NAGA	411
Q9UM54	MYO6 KIAA0389	1294
Q9H0A0	NAT10 ALP KIAA1709	1025
Q7Z406	MYH14 KIAA2034 FP17425	1995
Q9Y303	AMDHD2 CGI-14	409
Q13402	MYO7A USH1B	2215
Q9UJ70	NAGK	344
Q6PIF6	MYO7B	2116
Q13459	MYO9B MYR5	2157
Q99972	MYOC GLC1A TIGR	504
P10244	MYBL2 BMYB	700
Q14596	NBR1 1A13B KIAA0049 M17S2 MIG19	966
Q9NZM1	MYOF FER1L3 KIAA1207	2061
Q14919	DRAP1	205
P52179	MYOM1	1685
Q01658	DR1	176
Q9UBF9	MYOT TTID	498
Q9NP98	MYOZ1 MYOZ	299
O75592	MYCBP2 KIAA0916 PAM	4678
Q99417	MYCBP AMY1	103
P25189	MPZ	248
P02689	PMP2	132
Q00872	MYBPC1 MYBPCS	1141
Q14324	MYBPC2 MYBPCF	1141
Q14896	MYBPC3	1274
P60201	PLP1 PLP	277
O14974	PPP1R12A MBS MYPT1	1030
Q9Y2G1	MYRF C11orf9 KIAA0954 MRF	1151
Q5VVJ2	MYSM1 KIAA1915	828
Q7Z3B1	NEGR1 IGLON4 UNQ2433/PRO4993	354
Q96FI4	NEIL1	390
Q8TAT5	NEIL3	605
Q96PY6	NEK1 KIAA1901	1258
P51955	NEK2 NEK2A NLK1	445
Q8TDX7	NEK7	302
P23511	NFYA	347
Q8TD19	NEK9 KIAA1995 NEK8 NERCC	979
Q9H3P2	NELFA WHSC2 P/OKcl.15	528
P81534	DEFB103A BD3 DEFB103 DEFB3; DEFB103B	67
O60759	CYTIP PSCDBP	359
Q9Y4D1	DAAM1 KIAA0666	1078
Q8IYX4	DND1 RBMS4	353
Q92506	HSD17B8 FABGL HKE6 RING2 SDR30C1	261
Q05923	DUSP2 PAC1	314
Q16690	DUSP5 VH3	384
Q03111	MLLT1 ENL LTG19 YEATS1	559
Q14749	GNMT	295
Q9NPB8	GPCPD1 GDE5 KIAA1434	672
O60684	KPNA6 IPOA7	536
Q96J02	ITCH	903
Q15306	IRF4 MUM1	451
Q13568	IRF5	498
Q14145	KEAP1 INRF2 KIAA0132 KLHL19	624
P78368	CSNK1G2 CK1G2	415
O95843	GUCA1C GCAP3	209
P42261	GRIA1 GLUH1 GLUR1	906
Q12849	GRSF1	480
O75367	MACROH2A1 H2AFY	372
P0CG30	GSTT2B GSTT2	244
P33778	H2BC3 H2BFF HIST1H2BB	126
Q9BSH5	HDHD3 C9orf158	251
P20823	HNF1A TCF1	631
Q8NCD3	HJURP FAKTS FLEG1 URLC9	748
Q9NWY4	HPF1 C4orf27	346
Q13422	IKZF1 IK1 IKAROS LYF1 ZNFN1A1	519
Q96BM0	IFI27L1 FAM14B	104
P47929	LGALS7 PIG1; LGALS7B	136
O00370		1275
P16109	SELP GMRP GRMP	830
Q9NX58	LYAR PNAS-5	379
P15529	CD46 MCP MIC10	392
A0JLT2	MED19 LCMR1	244
Q02078	MEF2A MEF2	507
Q9BXD5	NPL C1orf13	320
Q96MG7	NSMCE3 HCA4 MAGEG1 NDNL2	304
P06748	NPM1 NPM	294
Q9UNZ2	NSFL1C UBXN2C	370
Q9NY59	SMPD3	655
P04629	NTRK1 MTC TRK TRKA	796
P03915	MT-ND5 MTND5 NADH5 ND5	603
Q8WUM0	NUP133	1156
Q9Y639	NPTN SDFR1 SDR1	398
P49790	NUP153	1475
Q15818	NPTX1	432
O75694	NUP155 KIAA0791	1391
P25929	NPY1R NPYR NPYY1	384
Q12769	NUP160 KIAA0197 NUP120	1436
P61970	NUTF2 NTF2	127
Q5SRE5	NUP188 KIAA0169	1749
P20783	NTF3	257
P34130	NTF4 NTF5	210
Q9Y6Y0	IVNS1ABP ARA3 FLARA3 KIAA0850 KLHL39 NS1 NS1BP HSPC068	642
P01303	NPY	97
Q7Z6K4	NRARP	114
O14646	CHD1	1710
P49747	COMP	757
Q96D31	ORAI1 CRACM1 TMEM142A	301
P17844	DDX5 G17P1 HELR HLR1	614
P02724	GYPA GPA	150
P21695	GPD1	349
P84243	H3-3A H3.3A H3F3 H3F3A PP781; H3-3B H3.3B H3F3B	136
P28676	GCA GCL	217
P42858	HTT HD IT15	3142
O60760	HPGDS GSTS PGDS PTGDS2	199
Q8IWL3	HSCB DNAJC20 HSC20	235
P52789	HK2	917
A4D126	CRPPA ISPD	451
Q9NZM3	ITSN2 KIAA1256 SH3D1B SWAP	1697
P01579	IFNG	166
A6NK06	ACOD1 IRG1	481
P01308	INS	110
P53990	IST1 KIAA0174	364
O95198	KLHL2	593
Q96CX2	KCTD12 C13orf2 KIAA1778 PFET1	325
P00568	AK1	194
Q8N5S9	CAMKK1 CAMKKA	505
Q96RR4	CAMKK2 CAMKKB KIAA0787	588
P22001	KCNA3 HGK5	575
Q9BW19	KIFC1 HSET KNSL2	673
O60333	KIF1B KIAA0591 KIAA1448	1816
Q9Y3D8	AK6 CINAP AD-004 CGI-137	172
Q92830	KAT2A GCN5 GCN5L2	837
Q8WYB5	KAT6B KIAA0383 MORF MOZ2 MYST4	2073
O60870	KIN BTCD KIN17	393
Q9NZV8	KCND2 KIAA1044	630
O76095	JTB HSPC222	146
P17252	PRKCA PKCA PRKACA	672
P56696	KCNQ4	695
O00522	KRIT1 CCM1	736
Q14739	LBR	615
Q9HD67	MYO10 KIAA0799	2058
Q9UKN7	MYO15A MYO15	3530
Q9Y3Q0	NAALAD2	740
Q9UQQ1	NAALADL1 NAALADASEL NAALADL	740
B1AL88	NALF1 FAM155A NLF-1	458
Q8WY41	NANOS1 NOS1	292
Q96MN2	NLRP4 NALP4 PAN2 PYPAF4 RNH2	994
Q14CX7	NAA25 C12orf30 MDM20 NAP1	972
Q8WX92	NELFB COBRA1 KIAA1182	580
Q9H9Q4	NHEJ1 XLF	299
P25208	NFYB HAP3	207
Q8IXH7	NELFCD NELFD TH1 TH1L HSPC130	590
Q92832	NELL1 NRP1	810
Q13423	NNT	1086
Q9UHB4	NDOR1 NR1	597
P18615	NELFE RD RDBP	380
Q99435	NELL2 NRP2	816
Q13952	NFYC	458
Q8NBF2	NHLRC2	726
P80188	LCN2 HNL NGAL	198
O60524	NEMF SDCCAG1	1076
